pkSeqID,stime,proto,pkts,bytes,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
9254276,1528082859.009064,tcp,4999,4677531,1528082921.537734,293,62.528671,4.798027,0.677973,62.374344,2.449478,4.999187,4999,0,4677531,0,79.931335,79.931335,0.0,0,Normal,Normal
1852092,1528089322.351544,tcp,146629,142892419,1528090711.842371,23,1389.490845,4.972013,0.171668,914.850403,3.291658,4.998456,73315,73314,69150667,73741752,105.526421,52.76321,52.762493,0,Normal,Normal
1683060,1526963087.264311,udp,2,176,1526963092.305788,37134,5.041477,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198355,0.198355,0.0,0,Normal,Normal
1743646,1526980550.346406,udp,2,172,1526980552.846539,6582,2.500133,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399979,0.399979,0.0,0,Normal,Normal
800051,1526906952.122462,udp,36241,33894936,1526908678.249778,3,1726.127319,4.956701,0.032073,1710.06189,4.425512,4.999992,36241,0,33894936,0,20.994974,20.994974,0.0,0,Normal,Normal
1111446,1526955173.083142,udp,2,937,1526955173.249236,4086,0.166094,0.166094,0.0,0.166094,0.166094,0.166094,1,1,91,846,6.020687,0.0,0.0,0,Normal,Normal
1829584,1529381616.788034,udp,2,891,1529381616.982869,525,0.194835,0.194835,0.0,0.194835,0.194835,0.194835,1,1,85,806,5.132548,0.0,0.0,0,Normal,Normal
1716847,1526963923.350966,udp,2,176,1526963928.394256,15803,5.04329,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198283,0.198283,0.0,0,Normal,Normal
460534,1526887220.658139,udp,20662,1239720,1526888942.747016,4,1722.088867,4.919028,0.15041,1692.145752,2.20555,4.999993,20662,0,1239720,0,11.997639,11.997639,0.0,0,Normal,Normal
467990,1526889450.588909,ipv6-icmp,1,70,1526889450.588909,2169,0.0,0.0,0.0,0.0,0.0,0.0,1,0,70,0,0.0,0.0,0.0,0,Normal,Normal
17847477,1528085377.24749,tcp,3851,3754374,1528085401.372506,720,24.125015,4.815622,0.360839,24.07811,4.093947,4.998725,1926,1925,1818451,1935923,159.585388,79.792694,79.751244,0,Normal,Normal
1575384,1526894523.159252,udp,2,203,1526894523.302541,20453,0.143289,0.143289,0.0,0.143289,0.143289,0.143289,1,1,64,139,6.978903,0.0,0.0,0,Normal,Normal
1102217,1526951330.567967,udp,1,250,1526951330.567967,2768,0.0,0.0,0.0,0.0,0.0,0.0,1,0,250,0,0.0,0.0,0.0,0,Normal,Normal
15225339,1528085046.828526,udp,2635,2524007,1528085081.309981,218,34.481457,4.915426,0.187924,34.407982,4.455138,4.993872,2635,0,2524007,0,76.388885,76.388885,0.0,0,Normal,Normal
1701011,1526963506.371582,udp,2,176,1526963511.414372,55311,5.04279,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198303,0.198303,0.0,0,Normal,Normal
1111104,1526955075.934738,udp,2,957,1526955076.107279,3727,0.172541,0.172541,0.0,0.172541,0.172541,0.172541,1,1,92,865,5.795723,0.0,0.0,0,Normal,Normal
1701456,1526963762.94017,udp,2,203,1526963763.083377,264,0.143207,0.143207,0.0,0.143207,0.143207,0.143207,1,1,64,139,6.982899,0.0,0.0,0,Normal,Normal
1628019,1526895528.440047,udp,2,176,1526895533.488091,17775,5.048044,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198097,0.198097,0.0,0,Normal,Normal
70224812,1528101340.173916,udp,430,25800,1528101350.158727,350,9.984811,4.981251,0.001657,9.962502,4.980643,4.981859,430,0,25800,0,42.96526,42.96526,0.0,0,Normal,Normal
1615746,1526895416.94196,udp,2,172,1526895416.948823,5412,0.006863,0.006863,0.0,0.006863,0.006863,0.006863,1,1,86,86,145.708878,0.0,0.0,0,Normal,Normal
1783550,1526981404.034688,udp,2,340,1526981404.296866,46853,0.262178,0.262178,0.0,0.262178,0.262178,0.262178,1,1,81,259,3.814203,0.0,0.0,0,Normal,Normal
1792753,1526981508.389161,udp,2,176,1526981513.427821,56107,5.03866,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198465,0.198465,0.0,0,Normal,Normal
35398033,1528095763.467679,tcp,430,421239,1528095778.695782,17246,15.228103,3.689418,2.058162,14.757672,0.131445,4.985891,214,216,219251,201988,28.171598,13.987297,14.118633,0,Normal,Normal
17586070,1528085336.920667,udp,1579,94740,1528085377.235121,1477,40.314453,4.753302,0.486679,38.026417,3.529022,4.999813,1579,0,94740,0,39.142288,39.142288,0.0,0,Normal,Normal
58600508,1528099605.691399,tcp,369,263443,1528099615.688621,1231,9.997222,4.988108,0.003127,9.976215,4.984621,4.991594,369,0,263443,0,36.810226,36.810226,0.0,0,Normal,Normal
108659,1526353858.931489,tcp,32,6345,1526353871.235807,6032,12.304318,2.396369,2.22369,4.792738,0.172679,4.620059,19,13,2770,3575,2.519441,1.462901,0.975267,0,Normal,Normal
137204,1526355480.1463,udp,2,176,1526355485.18746,12337,5.04116,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198367,0.198367,0.0,0,Normal,Normal
136978,1526355476.814169,udp,2,176,1526355481.855519,10777,5.04135,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.19836,0.19836,0.0,0,Normal,Normal
1125743,1526960864.899549,udp,2,1301,1526960864.957365,153,0.057816,0.057816,0.0,0.057816,0.057816,0.057816,1,1,85,1216,17.296251,0.0,0.0,0,Normal,Normal
1737111,1526964854.347332,udp,2,176,1526964859.395284,36395,5.047952,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0,Normal,Normal
118639,1526354337.88557,udp,2,176,1526354342.933619,16139,5.048049,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198096,0.198096,0.0,0,Normal,Normal
1701420,1526963701.09761,udp,2,227,1526963701.242455,214,0.144845,0.144845,0.0,0.144845,0.144845,0.144845,1,1,76,151,6.903932,0.0,0.0,0,Normal,Normal
54414263,1528099321.805914,udp,14,840,1528099337.313755,9556,15.507841,4.339427,0.464211,13.018281,3.993441,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414264,1528099321.805915,udp,14,840,1528099337.313756,9557,15.507841,4.339427,0.464214,13.018281,3.993442,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414265,1528099321.805916,udp,14,840,1528099337.313756,9558,15.50784,4.339427,0.464208,13.018281,3.993441,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414266,1528099321.805916,udp,14,840,1528099337.313757,9559,15.507841,4.339427,0.464214,13.018281,3.993442,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414267,1528099321.805917,udp,14,840,1528099337.313757,9560,15.50784,4.339427,0.464212,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414268,1528099321.805917,udp,14,840,1528099337.313758,9561,15.507841,4.339427,0.464214,13.018281,3.993442,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414269,1528099321.805918,udp,14,840,1528099337.313758,9562,15.50784,4.339427,0.464212,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414270,1528099321.805919,udp,14,840,1528099337.313759,9563,15.50784,4.339427,0.464212,13.018281,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414271,1528099321.805919,udp,14,840,1528099337.313759,9564,15.50784,4.339427,0.464212,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414272,1528099321.80592,udp,14,840,1528099337.313759,9565,15.507839,4.339427,0.464209,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414273,1528099321.805921,udp,14,840,1528099337.31376,9566,15.507839,4.339427,0.464209,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414274,1528099321.805921,udp,14,840,1528099337.31376,9567,15.507839,4.339427,0.464212,13.018281,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414275,1528099321.805922,udp,14,840,1528099337.313761,9568,15.507839,4.339427,0.464209,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414276,1528099321.805923,udp,14,840,1528099337.313761,9569,15.507838,4.339427,0.46421,13.018281,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414277,1528099321.805923,udp,14,840,1528099337.313762,9570,15.507839,4.339427,0.464209,13.018281,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414278,1528099321.805924,udp,14,840,1528099337.313762,9571,15.507838,4.339427,0.46421,13.018281,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414279,1528099321.805925,udp,14,840,1528099337.313763,9572,15.507838,4.339427,0.464213,13.01828,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414280,1528099321.805925,udp,14,840,1528099337.313763,9573,15.507838,4.339427,0.46421,13.018281,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414281,1528099321.805926,udp,14,840,1528099337.313764,9574,15.507838,4.339427,0.464213,13.01828,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414282,1528099321.805927,udp,14,840,1528099337.313764,9575,15.507837,4.339426,0.464216,13.018278,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414283,1528099321.805928,udp,14,840,1528099337.313764,9576,15.507836,4.339426,0.464212,13.018278,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414284,1528099321.805928,udp,14,840,1528099337.313765,9577,15.507837,4.339426,0.464212,13.018278,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414285,1528099321.805929,udp,14,840,1528099337.313765,9578,15.507836,4.339426,0.464212,13.018278,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414286,1528099321.80593,udp,14,840,1528099337.313766,9579,15.507836,4.339426,0.464212,13.018278,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414287,1528099321.80593,udp,14,840,1528099337.313766,9580,15.507836,4.339426,0.464212,13.018278,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414288,1528099321.805931,udp,14,840,1528099337.313767,9581,15.507836,4.339426,0.464209,13.018278,3.993442,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414289,1528099321.805932,udp,14,840,1528099337.313767,9582,15.507835,4.339426,0.464211,13.018276,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414290,1528099321.805933,udp,14,840,1528099337.313768,9583,15.507835,4.339425,0.464215,13.018275,3.993442,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414291,1528099321.805933,udp,14,840,1528099337.313768,9584,15.507835,4.339426,0.464211,13.018276,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414292,1528099321.805934,udp,14,840,1528099337.313769,9585,15.507835,4.339425,0.464215,13.018275,3.993442,4.995595,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414293,1528099321.805935,udp,14,840,1528099337.313769,9586,15.507834,4.339425,0.464216,13.018275,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414294,1528099321.805935,udp,14,840,1528099337.31377,9587,15.507835,4.339425,0.464216,13.018275,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414295,1528099321.805936,udp,14,840,1528099337.31377,9588,15.507834,4.339425,0.464216,13.018275,3.993442,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414296,1528099321.805937,udp,14,840,1528099337.31377,9589,15.507833,4.339425,0.464212,13.018275,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414297,1528099321.805938,udp,14,840,1528099337.313771,9590,15.507833,4.339425,0.464213,13.018274,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414298,1528099321.805938,udp,14,840,1528099337.313771,9591,15.507833,4.339425,0.464213,13.018274,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414299,1528099321.805939,udp,14,840,1528099337.313772,9592,15.507833,4.339425,0.464213,13.018274,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414300,1528099321.80594,udp,14,840,1528099337.313772,9593,15.507832,4.339425,0.464214,13.018274,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414301,1528099321.80594,udp,14,840,1528099337.313773,9594,15.507833,4.339424,0.464215,13.018272,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414302,1528099321.805941,udp,14,840,1528099337.313773,9595,15.507832,4.339425,0.464214,13.018274,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414303,1528099321.805942,udp,14,840,1528099337.313774,9596,15.507832,4.339424,0.464212,13.018272,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414304,1528099321.805942,udp,14,840,1528099337.313774,9597,15.507832,4.339425,0.464214,13.018274,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414305,1528099321.805943,udp,14,840,1528099337.313775,9598,15.507832,4.339424,0.464212,13.018272,3.993441,4.995596,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414306,1528099321.805944,udp,14,840,1528099337.313775,9599,15.507831,4.339424,0.464216,13.018272,3.993441,4.995597,14,0,840,0,0.838286,0.838286,0.0,1,DDoS,UDP
54414307,1528099321.806857,udp,14,840,1528099337.313775,9600,15.506918,4.339119,0.464417,13.017359,3.99344,4.995596,14,0,840,0,0.838336,0.838336,0.0,1,DDoS,UDP
54414308,1528099321.806858,udp,14,840,1528099337.313776,9601,15.506918,4.33912,0.464419,13.01736,3.993441,4.995597,14,0,840,0,0.838336,0.838336,0.0,1,DDoS,UDP
54414309,1528099321.806859,udp,14,840,1528099337.313776,9602,15.506917,4.33912,0.464416,13.01736,3.993441,4.995596,14,0,840,0,0.838336,0.838336,0.0,1,DDoS,UDP
54414310,1528099321.806859,udp,14,840,1528099337.313777,9603,15.506918,4.33912,0.464419,13.01736,3.993441,4.995597,14,0,840,0,0.838336,0.838336,0.0,1,DDoS,UDP
54414311,1528099321.80686,udp,14,840,1528099337.313777,9604,15.506917,4.339119,0.46442,13.017357,3.993441,4.995596,14,0,840,0,0.838336,0.838336,0.0,1,DDoS,UDP
54414312,1528099321.806861,udp,14,840,1528099337.314563,9605,15.507702,4.339381,0.464223,13.018144,3.994226,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414313,1528099321.806861,udp,14,840,1528099337.314565,9606,15.507704,4.339381,0.464225,13.018144,3.994228,4.995596,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414314,1528099321.806862,udp,14,840,1528099337.314565,9607,15.507703,4.339382,0.46422,13.018147,3.994228,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414315,1528099321.806863,udp,14,840,1528099337.314566,9608,15.507703,4.339381,0.464223,13.018144,3.994228,4.995596,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414316,1528099321.806863,udp,14,840,1528099337.314566,9609,15.507703,4.339381,0.464222,13.018144,3.994228,4.995595,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414317,1528099321.806864,udp,14,840,1528099337.314567,9610,15.507703,4.339381,0.464223,13.018144,3.994228,4.995596,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414318,1528099321.806865,udp,14,840,1528099337.314567,9611,15.507702,4.339381,0.464224,13.018143,3.994228,4.995596,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414319,1528099321.806866,udp,14,840,1528099337.314568,9612,15.507702,4.339381,0.464224,13.018143,3.994228,4.995596,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414320,1528099321.806867,udp,14,840,1528099337.314568,9613,15.507701,4.339381,0.464225,13.018143,3.994228,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414321,1528099321.806867,udp,14,840,1528099337.314569,9614,15.507702,4.339381,0.464223,13.018144,3.994229,4.995596,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414322,1528099321.806868,udp,14,840,1528099337.314569,9615,15.507701,4.339381,0.464225,13.018143,3.994228,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414323,1528099321.806869,udp,14,840,1528099337.31457,9616,15.507701,4.339381,0.464225,13.018143,3.994228,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414324,1528099321.806869,udp,14,840,1528099337.314571,9617,15.507702,4.339381,0.464224,13.018144,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414325,1528099321.80687,udp,14,840,1528099337.314571,9618,15.507701,4.339381,0.464222,13.018143,3.994228,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414326,1528099321.806871,udp,14,840,1528099337.314572,9619,15.507701,4.339381,0.464221,13.018144,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414327,1528099321.806871,udp,14,840,1528099337.314572,9620,15.507701,4.339381,0.464226,13.018143,3.994228,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414328,1528099321.806872,udp,14,840,1528099337.314573,9621,15.507701,4.339381,0.464221,13.018144,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414329,1528099321.806873,udp,14,840,1528099337.314573,9622,15.5077,4.339381,0.464223,13.018143,3.994228,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414330,1528099321.806873,udp,14,840,1528099337.314574,9623,15.507701,4.339381,0.464221,13.018144,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414331,1528099321.806874,udp,14,840,1528099337.314574,9624,15.5077,4.339381,0.464223,13.018143,3.994228,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414332,1528099321.806875,udp,14,840,1528099337.314575,9625,15.5077,4.33938,0.464227,13.018141,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414333,1528099321.806875,udp,14,840,1528099337.314575,9626,15.5077,4.339381,0.464222,13.018144,3.994229,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414334,1528099321.806876,udp,14,840,1528099337.314575,9627,15.507699,4.33938,0.464224,13.018141,3.994228,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414335,1528099321.806877,udp,14,840,1528099337.314576,9628,15.507699,4.339381,0.464222,13.018144,3.994229,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414336,1528099321.806878,udp,14,840,1528099337.314576,9629,15.507698,4.33938,0.464225,13.018141,3.994228,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414337,1528099321.806878,udp,14,840,1528099337.314577,9630,15.507699,4.33938,0.464228,13.018141,3.994229,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414338,1528099321.806879,udp,14,840,1528099337.314577,9631,15.507698,4.33938,0.464225,13.018141,3.994228,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414339,1528099321.80688,udp,14,840,1528099337.314578,9632,15.507698,4.33938,0.464225,13.018141,3.994229,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414340,1528099321.806881,udp,14,840,1528099337.314578,9633,15.507697,4.33938,0.464226,13.018139,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414341,1528099321.806881,udp,14,840,1528099337.314579,9634,15.507698,4.33938,0.464225,13.018141,3.994229,4.995598,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
54414342,1528099321.806882,udp,14,840,1528099337.314579,9635,15.507697,4.33938,0.464226,13.018139,3.994229,4.995597,14,0,840,0,0.838293,0.838293,0.0,1,DDoS,UDP
12662489,1528083557.137367,tcp,9672,9426000,1528083618.741395,419,61.604027,4.630398,1.012726,60.195171,1.219065,4.999198,4836,4836,4864007,4561993,156.986496,78.48513,78.48513,0,Normal,Normal
7747312,1528082566.786302,udp,2606,156360,1528082627.423876,245,60.637573,4.638059,1.208786,60.294762,0.4508,4.998896,2606,0,156360,0,42.960163,42.960163,0.0,0,Normal,Normal
779486,1526899762.029605,udp,2,1209,1526899762.044774,280291,0.015169,0.015169,0.0,0.015169,0.015169,0.015169,1,1,70,1139,65.92392,0.0,0.0,0,Normal,Normal
1501639,1526876901.317062,udp,2,176,1526876906.364904,35839,5.047842,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0,Normal,Normal
788126,1526902578.107801,udp,2,180,1526902578.124263,3357,0.016462,0.016462,0.0,0.016462,0.016462,0.016462,1,1,90,90,60.74596,0.0,0.0,0,Normal,Normal
149126,1526879741.149844,udp,2,172,1526879743.649921,8153,2.500077,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399988,0.399988,0.0,0,Normal,Normal
1647950,1526962513.035583,udp,2,340,1526962513.179805,1783,0.144222,0.144222,0.0,0.144222,0.144222,0.144222,1,1,81,259,6.933754,0.0,0.0,0,Normal,Normal
1739402,1526980503.364938,udp,2,227,1526980503.509503,2320,0.144565,0.144565,0.0,0.144565,0.144565,0.144565,1,1,76,151,6.917304,0.0,0.0,0,Normal,Normal
1683509,1526963208.520433,udp,2,176,1526963213.5685,37601,5.048067,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198096,0.198096,0.0,0,Normal,Normal
1732277,1526964288.90342,udp,2,176,1526964293.951517,31358,5.048097,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198094,0.198094,0.0,0,Normal,Normal
56765255,1528099476.360491,tcp,1253,1175441,1528099494.244575,1099,17.884085,4.461547,0.92468,17.846189,2.859971,4.99901,1253,0,1175441,0,70.006378,70.006378,0.0,0,Normal,Normal
1537294,1526877668.675497,udp,2,176,1526877673.723392,18362,5.047895,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0,Normal,Normal
1588179,1526894619.728386,udp,2,176,1526894624.776573,33370,5.048187,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198091,0.198091,0.0,0,Normal,Normal
54142881,1528098023.948252,udp,1041,997255,1528098039.634857,333,15.686605,4.324599,0.765067,12.973797,3.252815,4.988758,1041,0,997255,0,66.298599,66.298599,0.0,0,Normal,Normal
1641617,1526895932.312582,udp,2,176,1526895937.360305,31538,5.047723,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198109,0.198109,0.0,0,Normal,Normal
1687754,1526963390.559374,udp,2,172,1526963393.060485,41956,2.501111,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399822,0.399822,0.0,0,Normal,Normal
1793133,1526981763.193299,udp,2,203,1526981763.201207,272,0.007908,0.007908,0.0,0.007908,0.007908,0.007908,1,1,64,139,126.454231,0.0,0.0,0,Normal,Normal
1099164,1526949657.492486,udp,2,180,1526949657.515111,279599,0.022625,0.022625,0.0,0.022625,0.022625,0.022625,1,1,90,90,44.198898,0.0,0.0,0,Normal,Normal
138062,1526355555.071806,udp,2,176,1526355560.115902,13546,5.044096,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198252,0.198252,0.0,0,Normal,Normal
1719327,1526964121.479238,udp,2,227,1526964121.624015,18311,0.144777,0.144777,0.0,0.144777,0.144777,0.144777,1,1,76,151,6.907175,0.0,0.0,0,Normal,Normal
58511617,1528099591.081838,tcp,12,5270,1528099603.950659,174498,12.868821,2.130909,1.038604,6.392726,0.662101,2.865766,6,6,4874,396,0.854779,0.388536,0.388536,0,Normal,Normal
94457,1526351825.493207,udp,2,470,1526351825.503123,3846,0.009916,0.009916,0.0,0.009916,0.009916,0.009916,1,1,92,378,100.847115,0.0,0.0,0,Normal,Normal
45676406,1528096849.954876,tcp,18,8411,1528096869.965362,74290,20.010487,2.24027,1.11728,11.201348,0.005715,2.803159,9,9,7817,594,0.849555,0.399905,0.39979,0,Normal,Normal
1610559,1526895161.946687,udp,2,172,1526895166.99441,85,5.047723,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198109,0.198109,0.0,0,Normal,Normal
1501241,1526876697.26976,udp,2,172,1526876702.318254,35402,5.048494,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198079,0.198079,0.0,0,Normal,Normal
31953797,1528087047.248426,tcp,2400,2338875,1528087062.249482,966,15.001056,4.993196,0.000962,14.979588,4.991741,4.996059,1200,1200,1207005,1131870,159.922073,79.927711,79.927711,0,Normal,Normal
1483684,1526876297.117291,udp,2,176,1526876302.16076,17632,5.043469,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198276,0.198276,0.0,0,Normal,Normal
1797243,1526981808.636307,udp,2,172,1526981811.137309,4448,2.501002,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.39984,0.39984,0.0,0,Normal,Normal
96161,1526352070.671524,udp,2,408,1526352070.890966,5623,0.219442,0.219442,0.0,0.219442,0.219442,0.219442,1,1,95,313,4.557013,0.0,0.0,0,Normal,Normal
20207226,1528085640.021211,udp,1671,100260,1528085678.907496,1275,38.886284,4.838981,0.371454,38.711845,3.856239,4.984314,1671,0,100260,0,42.945732,42.945732,0.0,0,Normal,Normal
1536958,1526877535.273655,udp,2,176,1526877540.314253,17986,5.040598,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198389,0.198389,0.0,0,Normal,Normal
1808232,1526981922.11184,udp,2,176,1526981927.154952,15520,5.043112,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.19829,0.19829,0.0,0,Normal,Normal
1111492,1526955174.386301,udp,2,482,1526955174.62962,4132,0.243319,0.243319,0.0,0.243319,0.243319,0.243319,1,1,92,390,4.109831,0.0,0.0,0,Normal,Normal
1555106,1526878950.96989,udp,2,176,1526878956.017843,56,5.047953,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0,Normal,Normal
1593070,1526894881.690586,udp,2,203,1526894881.833454,38352,0.142868,0.142868,0.0,0.142868,0.142868,0.142868,1,1,64,139,6.999468,0.0,0.0,0,Normal,Normal
1736754,1526964358.324781,udp,2,176,1526964363.367316,35896,5.042535,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198313,0.198313,0.0,0,Normal,Normal
34856479,1528095663.567527,tcp,1724,510304,1528095738.499858,7,74.932327,4.92702,0.104802,73.905304,4.575456,4.99783,1724,0,510304,0,22.994081,22.994081,0.0,0,Normal,Normal
4472708,1528081825.487257,udp,2,283,1528081825.49474,253267,0.007483,0.007483,0.0,0.007483,0.007483,0.007483,1,1,99,184,133.636246,0.0,0.0,0,Normal,Normal
121619,1526354630.693619,udp,2,176,1526354635.741586,19279,5.047967,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.1981,0.1981,0.0,0,Normal,Normal
